basil	basil	NOUN
type	types	NOUN
create	creating	VERB
market	markets	NOUN
species	species	NOUN
trust	trust	VERB
assistance	assistance	NOUN
sell	sell	VERB
mostly	mostly	ADV
ant	ants	NOUN
charge	charge	NOUN
pizza	pizza	NOUN
michael	michael	PROPN
produce	produce	VERB
require	required	VERB
live	lived	VERB
daniel	daniel	PROPN
correct	correct	ADJ
menu	menu	NOUN
wear	wear	VERB
anywhere	anywhere	ADV
piece	pieces	NOUN
self	self	NOUN
animal	animal	NOUN
walk	walking	VERB
nation	nation	NOUN
earlier	earlier	ADV
regular	regular	ADJ
cultural	cultural	ADJ
material	material	NOUN
row	row	NOUN
thomas	thomas	PROPN
stock	stock	NOUN
normal	normal	ADJ
pet	pet	NOUN
help	helped	VERB
fort	fort	PROPN
attack	attacks	NOUN
view	views	NOUN
lead	lead	VERB
taliban	taliban	PROPN
plan	plans	NOUN
election	election	NOUN
skin	skin	NOUN
conflict	conflict	NOUN
beyond	beyond	ADP
show	showed	VERB
street	streets	NOUN
offer	offered	VERB
mainly	mainly	ADV
reference	reference	NOUN
search	search	NOUN
intend	intended	VERB
treat	treated	VERB
close	closed	VERB
guideline	guidelines	NOUN
minute	minute	NOUN
snake	snake	NOUN
31	31	NUM
equal	equal	ADJ
solution	solution	NOUN
chart	chart	NOUN
madam	madam	NOUN
easily	easily	ADV
british	british	ADJ
inside	inside	ADP
bird	birds	NOUN
weather	weather	NOUN
counterparty	counterparty	NOUN
rule	rule	NOUN
vernon	vernon	PROPN
sky	sky	NOUN
production	production	NOUN
pleasant	pleasant	ADJ
settlement	settlement	NOUN
bill	bill	PROPN
kay	kay	PROPN
change	changing	VERB
2015	2015	NUM
possibly	possibly	ADV
german	german	ADJ
fill	fill	VERB
picture	picture	NOUN
color	color	NOUN
improve	improve	VERB
whom	whom	PRON
estimate	estimated	VERB
eventually	eventually	ADV
order	orders	NOUN
payment	payment	NOUN
zealand	zealand	PROPN
fallujah	fallujah	PROPN
percent	percent	NOUN
hold	holding	VERB
horrible	horrible	ADJ
visitor	visitors	NOUN
suicide	suicide	NOUN
william	william	PROPN
drive	drive	VERB
vast	vast	ADJ
heavy	heavy	ADJ
raise	raised	VERB
site	sites	NOUN
car	cars	NOUN
eat	eating	VERB
sale	sales	NOUN
fail	failed	VERB
yellow	yellow	ADJ
rich	rich	ADJ
user	user	NOUN
item	item	NOUN
terror	terror	NOUN
rate	rates	NOUN
pressure	pressure	NOUN
understanding	understanding	NOUN
remove	remove	VERB
independent	independent	ADJ
keep	keeping	VERB
order	ordered	VERB
repair	repair	NOUN
pull	pulled	VERB
technology	technology	NOUN
afraid	afraid	ADJ
exposure	exposure	NOUN
employment	employment	NOUN
neck	neck	NOUN
speak	speaking	VERB
visa	visa	NOUN
remain	remains	VERB
firm	firm	NOUN
glass	glass	NOUN
dando	dando	PROPN
obviously	obviously	ADV
bay	bay	PROPN
proper	proper	ADJ
cia	cia	PROPN
king	king	PROPN
call	calling	VERB
glad	glad	ADJ
participant	participants	NOUN
famous	famous	ADJ
camera	camera	NOUN
join	join	VERB
catch	caught	VERB
corner	corner	NOUN
fred	fred	PROPN
chicago	chicago	PROPN
stay	stayed	VERB
spot	spot	NOUN
crisis	crisis	NOUN
detail	detail	NOUN
relationship	relationship	NOUN
complete	complete	ADJ
whatever	whatever	PRON
initial	initial	ADJ
wedding	wedding	NOUN
fit	fit	VERB
refuse	refused	VERB
flower	flowers	NOUN
713	713	NUM
procedure	procedure	NOUN
box	boxes	NOUN
hey	hey	INTJ
aspect	aspects	NOUN
plenty	plenty	NOUN
code	code	NOUN
band	band	NOUN
cash	cash	NOUN
shuttle	shuttle	NOUN
background	background	NOUN
luck	luck	NOUN
approve	approved	VERB
robert	robert	PROPN
musharraf	musharraf	PROPN
reach	reached	VERB
die	die	VERB
mouse	mice	NOUN
spend	spend	VERB
indeed	indeed	ADV
increase	increase	NOUN
germany	germany	PROPN
pass	pass	VERB
specifically	specifically	ADV
collection	collection	NOUN
remain	remained	VERB
egyptian	egyptian	ADJ
ball	ball	NOUN
weight	weight	NOUN
quinoa	quinoa	NOUN
cool	cool	ADJ
transportation	transportation	NOUN
drive	drove	VERB
half	half	NOUN
attempt	attempt	NOUN
force	forced	VERB
offer	offers	VERB
arrive	arrived	VERB
independence	independence	NOUN
break	broke	VERB
delhi	delhi	PROPN
love	loved	VERB
moreau	moreau	PROPN
ship	ships	NOUN
2006	2006	NUM
islamic	islamic	PROPN
skill	skills	NOUN
uk	uk	PROPN
hundred	hundreds	NOUN
truth	truth	NOUN
form	forms	NOUN
traffic	traffic	NOUN
soldier	soldiers	NOUN
operation	operation	NOUN
job	jobs	NOUN
control	controls	NOUN
2008	2008	NUM
carry	carrying	VERB
arab	arab	ADJ
don	don	PROPN
practice	practice	NOUN
get	gets	VERB
healthy	healthy	ADJ
virginia	virginia	PROPN
nook	nook	PROPN
enjambment	enjambment	NOUN
nine	nine	NUM
surface	surface	NOUN
water	waters	NOUN
adopt	adopted	VERB
agent	agent	NOUN
plane	plane	NOUN
announce	announced	VERB
communication	communication	NOUN
travel	travel	NOUN
carry	carry	VERB
compare	compared	VERB
soil	soil	NOUN
iodine	iodine	NOUN
mile	miles	NOUN
refer	refer	VERB
positive	positive	ADJ
basically	basically	ADV
card	card	NOUN
engine	engine	NOUN
unit	unit	NOUN
seek	seeking	VERB
school	schools	NOUN
overall	overall	ADJ
italy	italy	PROPN
show	showing	VERB
design	designed	VERB
bright	bright	ADJ
essential	essential	ADJ
mom	mom	NOUN
scientific	scientific	ADJ
40	40	NUM
rain	rain	NOUN
student	student	NOUN
related	related	ADJ
26	26	NUM
place	placed	VERB
achieve	achieve	VERB
replication	replication	NOUN
spanish	spanish	ADJ
seven	seven	NUM
request	requested	VERB
closely	closely	ADV
enter	enter	VERB
plan	planning	VERB
server	server	NOUN
regard	regard	NOUN
office	offices	NOUN
defense	defense	NOUN
outer	outer	ADJ
wear	wearing	VERB
progress	progress	NOUN
sign	sign	VERB
discover	discovered	VERB
title	title	NOUN
read	reading	VERB
birthday	birthday	NOUN
bin	bin	PROPN
santa	santa	PROPN
good	goods	NOUN
grant	granted	VERB
airport	airport	NOUN
exchange	exchange	NOUN
observe	observed	VERB
happen	happens	VERB
grow	grew	VERB
northern	northern	ADJ
importance	importance	NOUN
loss	loss	NOUN
somehow	somehow	ADV
wikinews	wikinews	PROPN
component	components	NOUN
vietnam	vietnam	PROPN
syria	syria	PROPN
electricity	electricity	NOUN
speaker	speakers	NOUN
speak	spoken	VERB
amendment	amendment	NOUN
context	context	NOUN
interest	interests	NOUN
sunni	sunni	ADJ
finance	finance	NOUN
share	share	VERB
mexico	mexico	PROPN
dear	dear	ADJ
object	object	NOUN
help	helping	VERB
prior	prior	ADJ
college	college	NOUN
influence	influence	NOUN
reflect	reflect	VERB
amendment	amendments	NOUN
border	border	NOUN
ireland	ireland	PROPN
star	star	NOUN
select	select	VERB
200	200	NUM
2013	2013	NUM
ben	ben	PROPN
sheet	sheet	NOUN
extent	extent	NOUN
stand	standing	VERB
creation	creation	NOUN
building	buildings	NOUN
refer	referred	VERB
writer	writers	NOUN
watch	watched	VERB
breakfast	breakfast	NOUN
camp	camp	NOUN
salt	salt	NOUN
individual	individual	ADJ
bag	bag	NOUN
vodka	vodka	NOUN
bowl	bowl	NOUN
28	28	NUM
gender	gender	NOUN
adult	adults	NOUN
television	television	NOUN
efficient	efficient	ADJ
skittle	skittles	PROPN
pocket	pocket	NOUN
handle	handle	VERB
master	master	NOUN
cell	cell	NOUN
spring	spring	NOUN
ice	ice	NOUN
produce	produced	VERB
answer	answers	NOUN
contain	contains	VERB
drop	dropped	VERB
laden	laden	PROPN
info	info	NOUN
dog	dogs	NOUN
treat	treat	VERB
status	status	NOUN
galois	galois	PROPN
suggestion	suggestions	NOUN
neighborhood	neighborhood	NOUN
currency	currency	NOUN
sample	sample	NOUN
manner	manner	NOUN
pakistani	pakistani	ADJ
condition	condition	NOUN
large	largest	ADJ
charge	charged	VERB
extra	extra	ADJ
wonder	wondering	VERB
slowly	slowly	ADV
candidate	candidate	NOUN
tom	tom	PROPN
japanese	japanese	ADJ
sudden	suddenly	ADV
sound	sounds	VERB
disaster	disaster	NOUN
eastern	eastern	ADJ
separate	separate	ADJ
kill	kill	VERB
presence	presence	NOUN
tv	tv	NOUN
neither	neither	CCONJ
operation	operations	NOUN
ancient	ancient	ADJ
impossible	impossible	ADJ
troops	troops	NOUN
decision	decisions	NOUN
copy	copies	NOUN
operator	operators	NOUN
seriously	seriously	ADV
dry	dry	ADJ
authority	authority	NOUN
express	expressed	VERB
reliable	reliable	ADJ
saddam	saddam	PROPN
agenda	agenda	NOUN
implementation	implementation	NOUN
click	click	VERB
story	stories	NOUN
2009	2009	NUM
cup	cup	NOUN
find	finding	VERB
useful	useful	ADJ
mission	mission	NOUN
commercial	commercial	ADJ
!!!!	!!!!	PUNCT
stage	stage	NOUN
ahead	ahead	ADV
provision	provisions	NOUN
strategy	strategy	NOUN
publicly	publicly	ADV
prevent	prevent	VERB
emergency	emergency	NOUN
commissioner	commissioner	NOUN
seat	seat	NOUN
flag	flag	NOUN
executive	executive	ADJ
frequently	frequently	ADV
wall	walls	NOUN
apart	apart	ADV
display	displayed	VERB
hamas	hamas	PROPN
literature	literature	NOUN
appointment	appointment	NOUN
establish	establish	VERB
arm	arm	NOUN
family	families	NOUN
japan	japan	PROPN
discrimination	discrimination	NOUN
cost	costs	NOUN
complete	completed	VERB
noise	noise	NOUN
greater	greater	ADJ
presentation	presentation	NOUN
minister	minister	NOUN
theodorus	theodorus	PROPN
screen	screen	NOUN
labor	labor	NOUN
pleased	pleased	ADJ
henry	henry	PROPN
notice	notice	NOUN
mention	mention	VERB
prove	prove	VERB
fall	fell	VERB
favorite	favorite	ADJ
60	60	NUM
faith	faith	NOUN
hurt	hurt	VERB
follow	follows	VERB
touch	touch	NOUN
ena	ena	PROPN
boat	boat	NOUN
deal	deals	NOUN
wait	waited	VERB
foot	foot	NOUN
institution	institutions	NOUN
holt	holt	PROPN
agent	agents	NOUN
increase	increased	VERB
asia	asia	PROPN
dad	dad	NOUN
online	online	ADJ
eye	eye	NOUN
drink	drink	NOUN
cycle	cycle	NOUN
downtown	downtown	NOUN
bank	bank	NOUN
strength	strength	NOUN
declare	declared	VERB
consider	considering	VERB
female	female	ADJ
bathroom	bathroom	NOUN
end	ended	VERB
present	presented	VERB
florida	florida	PROPN
instance	instance	NOUN
priority	priority	NOUN
magic	magic	NOUN
goal	goal	NOUN
senior	senior	ADJ
continue	continues	VERB
respond	respond	VERB
round	round	ADP
pair	pair	NOUN
challenge	challenges	NOUN
fight	fight	VERB
higher	higher	ADJ
beginning	beginning	NOUN
competition	competition	NOUN
nato	nato	PROPN
personally	personally	ADV
nose	nose	NOUN
wide	wide	ADJ
fear	fear	NOUN
tell	telling	VERB
prepare	prepared	VERB
learn	learned	VERB
degree	degree	NOUN
larger	larger	ADJ
behavior	behavior	NOUN
issue	issued	VERB
empty	empty	ADJ
la	la	PROPN
medical	medical	ADJ
unable	unable	ADJ
law	laws	NOUN
appearance	appearance	NOUN
train	train	NOUN
eb	eb	PROPN
document	documents	NOUN
generation	generation	NOUN
mohammed	mohammed	PROPN
revise	revised	VERB
pilot	pilot	NOUN
develop	developing	VERB
grammar	grammar	NOUN
debra	debra	PROPN
slightly	slightly	ADV
originally	originally	ADV
mathematics	mathematics	NOUN
figure	figure	NOUN
park	park	NOUN
parking	parking	NOUN
elsewhere	elsewhere	ADV
investment	investment	NOUN
schedule	scheduled	VERB
officer	officers	NOUN
soft	soft	ADJ
path	path	NOUN
murder	murder	NOUN
multiple	multiple	ADJ
generally	generally	ADV
etc.	etc.	X
blank	blank	ADJ
prepare	prepare	VERB
improvement	improvement	NOUN
elevator	elevator	NOUN
draw	draw	VERB
museum	museum	PROPN
greek	greek	ADJ
industrial	industrial	ADJ
region	regions	NOUN
cause	cause	VERB
relevant	relevant	ADJ
catch	catch	VERB
damage	damage	NOUN
fan	fan	NOUN
critical	critical	ADJ
perlingiere	perlingiere	PROPN
yeah	yeah	INTJ
circle	circle	NOUN
realize	realize	VERB
authority	authorities	NOUN
sign	signs	NOUN
instruction	instructions	NOUN
accession	accession	NOUN
direction	direction	NOUN
task	task	NOUN
israeli	israeli	ADJ
bottle	bottle	NOUN
command	command	NOUN
severe	severe	ADJ
remove	removed	VERB
novel	novel	NOUN
theatre	theatre	NOUN
politics	politics	NOUN
file	files	NOUN
selection	selection	NOUN
expert	experts	NOUN
standard	standard	ADJ
exist	exist	VERB
african	african	ADJ
promise	promised	VERB
totally	totally	ADV
fly	fly	VERB
replace	replaced	VERB
expertise	expertise	NOUN
feeling	feeling	NOUN
eegimaa	eegimaa	PROPN
principle	principle	NOUN
structural	structural	ADJ
lose	lose	VERB
inner	inner	ADJ
potential	potential	ADJ
clothing	clothing	NOUN
bigger	bigger	ADJ
mohamed	mohamed	PROPN
help	helps	VERB
joke	jokes	NOUN
depend	depends	VERB
participation	participation	NOUN
slow	slow	ADJ
columbia	columbia	PROPN
call	calls	NOUN
bank	banks	NOUN
raise	raise	VERB
gold	gold	NOUN
accident	accident	NOUN
tonight	tonight	NOUN
dudley	dudley	PROPN
error	error	NOUN
assume	assume	VERB
wonder	wonder	VERB
spain	spain	PROPN
plus	plus	CCONJ
transaction	transaction	NOUN
governor	governor	NOUN
carol	carol	PROPN
rome	rome	PROPN
formal	formal	ADJ
responsibility	responsibility	NOUN
rural	rural	ADJ
andy	andy	PROPN
snitch	snitch	NOUN
send	sending	VERB
approval	approval	NOUN
2007	2007	NUM
mary	mary	PROPN
escape	escape	VERB
treaty	treaty	NOUN
application	applications	NOUN
fan	fans	NOUN
0	0	NUM
usual	usual	ADJ
democracy	democracy	NOUN
relatively	relatively	ADV
facility	facilities	NOUN
rat	rat	NOUN
password	password	NOUN
race	race	NOUN
christmas	christmas	PROPN
attend	attended	VERB
open	opening	VERB
income	income	NOUN
sweet	sweet	ADJ
physical	physical	ADJ
bedroom	bedroom	NOUN
deliver	delivered	VERB
head	heads	NOUN
religion	religion	NOUN
location	locations	NOUN
80	80	NUM
notice	noticed	VERB
fat	fat	ADJ
average	average	ADJ
shut	shut	VERB
none	none	NOUN
marbles	marbles	PROPN
open	opened	VERB
own	owned	VERB
łódź	łódź	PROPN
seek	seek	VERB
pick	picked	VERB
poetry	poetry	NOUN
charles	charles	PROPN
bottle	bottles	NOUN
inspire	inspired	VERB
wind	wind	NOUN
italian	italian	ADJ
lol	lol	INTJ
regime	regime	NOUN
st	st	PROPN
button	button	NOUN
southern	southern	ADJ
agency	agency	NOUN
add	adding	VERB
everybody	everybody	PRON
familiar	familiar	ADJ
throw	throw	VERB
study	studied	VERB
appreciate	appreciate	VERB
teacher	teacher	NOUN
body	bodies	NOUN
active	active	ADJ
claim	claimed	VERB
l2	l2	NOUN
cover	cover	VERB
scott	scott	PROPN
eight	eight	NUM
lower	lower	ADJ
unknown	unknown	ADJ
tulsa	tulsa	PROPN
translation	translation	NOUN
wealth	wealth	NOUN
centre	centre	NOUN
mistake	mistake	NOUN
meaning	meaning	NOUN
everywhere	everywhere	ADV
martin	martin	PROPN
purchase	purchased	VERB
marie	marie	PROPN
wolf	wolves	NOUN
excel	excel	PROPN
's	’	PART
neil	neil	PROPN
battle	battle	NOUN
okay	okay	ADJ
fix	fix	VERB
protect	protect	VERB
rice	rice	NOUN
ltte	ltte	PROPN
concern	concerning	VERB
researcher	researchers	NOUN
hear	hearing	VERB
hundred	hundred	NUM
tiny	tiny	ADJ
speech	speech	NOUN
introduce	introduced	VERB
light	lights	NOUN
talk	talked	VERB
storm	storm	NOUN
corporate	corporate	ADJ
spread	spread	VERB
result	resulted	VERB
scholar	scholars	NOUN
network	network	NOUN
element	element	NOUN
cleveland	cleveland	PROPN
enter	entered	VERB
increase	increasing	VERB
reality	reality	NOUN
variety	variety	NOUN
visit	visiting	VERB
cover	covered	VERB
actual	actual	ADJ
shoe	shoes	NOUN
surgery	surgery	NOUN
writer	writer	NOUN
folk	folks	NOUN
johnson	johnson	PROPN
salon	salon	NOUN
perform	performed	VERB
drug	drug	NOUN
speed	speed	NOUN
exhibit	exhibit	NOUN
benefit	benefits	NOUN
launch	launched	VERB
historical	historical	ADJ
gordon	gordon	PROPN
individual	individuals	NOUN
lopez	lopez	PROPN
lie	lying	VERB
exact	exact	ADJ
jerusalem	jerusalem	PROPN
male	male	NOUN
push	pushed	VERB
position	positions	NOUN
numerous	numerous	ADJ
begin	begun	VERB
palestinian	palestinian	ADJ
listen	listen	VERB
regulation	regulation	NOUN
consumption	consumption	NOUN
hospital	hospital	NOUN
government	governments	NOUN
map	map	NOUN
dursley	dursleys	PROPN
iso	iso	PROPN
congress	congress	PROPN
guest	guests	NOUN
tea	tea	NOUN
jewish	jewish	ADJ
ultimately	ultimately	ADV
suggest	suggested	VERB
measure	measure	NOUN
mail	mail	NOUN
ballet	ballet	NOUN
window	windows	NOUN
academic	academic	ADJ
decent	decent	ADJ
andaman	andaman	PROPN
insurance	insurance	NOUN
player	player	NOUN
27	27	NUM
strange	strange	ADJ
mad	mad	ADJ
tooth	teeth	NOUN
crowd	crowd	NOUN
star	stars	NOUN
believe	believes	VERB
drama	drama	NOUN
client	client	NOUN
million	millions	NOUN
fight	fighting	VERB
subject	subjects	NOUN
relation	relations	NOUN
largely	largely	ADV
teacher	teachers	NOUN
identity	identity	NOUN
toxic	toxic	ADJ
unit	units	NOUN
worry	worry	VERB
surround	surrounded	VERB
whereas	whereas	SCONJ
schedule	schedule	NOUN
tour	tour	NOUN
become	becoming	VERB
desire	desire	NOUN
query	queries	NOUN
norton	norton	PROPN
padalecki	padalecki	PROPN
enforcement	enforcement	NOUN
canadian	canadian	ADJ
beach	beach	NOUN
boy	boys	NOUN
become	becomes	VERB
benefit	benefit	NOUN
beatles	beatles	PROPN
nick	nick	PROPN
gulf	gulf	PROPN
expression	expression	NOUN
policy	policies	NOUN
steve	steve	PROPN
earn	earned	VERB
double	double	ADJ
reputation	reputation	NOUN
teach	taught	VERB
constituency	constituency	NOUN
infrastructure	infrastructure	NOUN
quiet	quiet	ADJ
answer	answered	VERB
jihad	jihad	PROPN
deliver	deliver	VERB
widely	widely	ADV
critic	critic	NOUN
experimental	experimental	ADJ
experience	experiences	NOUN
stand	stands	VERB
miss	missed	VERB
golden	golden	ADJ
material	materials	NOUN
form	formed	VERB
equipment	equipment	NOUN
difficulty	difficulty	NOUN
suppose	suppose	VERB
2016	2016	NUM
appreciate	appreciated	VERB
militant	militant	ADJ
successfully	successfully	ADV
hall	hall	NOUN
concern	concerns	NOUN
lighting	lighting	NOUN
judge	judge	NOUN
side	sides	NOUN
throw	threw	VERB
lie	lay	VERB
kim	kim	PROPN
pleasure	pleasure	NOUN
funny	funny	ADJ
note	noted	VERB
domestic	domestic	ADJ
pull	pull	VERB
export	export	VERB
breath	breath	NOUN
finding	findings	NOUN
diversity	diversity	NOUN
affair	affair	NOUN
silver	silver	NOUN
owner	owners	NOUN
destroy	destroyed	VERB
pass	passing	VERB
perform	perform	VERB
study	studying	VERB
doubt	doubt	NOUN
innovation	innovation	NOUN
leg	leg	NOUN
secretary	secretary	NOUN
drive	driving	VERB
prefer	prefer	VERB
column	column	NOUN
concept	concept	NOUN
beer	beer	NOUN
bob	bob	PROPN
provide	providing	VERB
hopefully	hopefully	ADV
stone	stone	NOUN
considerable	considerable	ADJ
horse	horses	NOUN
bar	bars	NOUN
rise	rose	VERB
layout	layout	NOUN
enemy	enemy	NOUN
wikihow	wikihow	PROPN
wheel	wheel	NOUN
community	communities	NOUN
wood	wood	NOUN
distance	distance	NOUN
senate	senate	PROPN
disney	disney	PROPN
tourist	tourists	NOUN
gift	gift	NOUN
balance	balance	NOUN
iranian	iranian	ADJ
substantial	substantial	ADJ
target	target	NOUN
establish	establishing	VERB
fbi	fbi	PROPN
literary	literary	ADJ
weekly	weekly	ADJ
ride	ride	NOUN
list	listed	VERB
sri	sri	PROPN
shop	shops	NOUN
face	faces	NOUN
paragraph	paragraph	NOUN
turn	turning	VERB
inc.	inc.	PROPN
vacation	vacation	NOUN
nations	nations	PROPN
house	houses	NOUN
initially	initially	ADV
comment	comment	NOUN
louis	louis	PROPN
contract	contracts	NOUN
file	filed	VERB
property	properties	NOUN
karzai	karzai	PROPN
